obligacion,valor pago,fecha,cod
1023459079,98836599,11/10/2020,recaudo
1023459080,54039893,12/10/2020,recaudo
1023459081,93637806,13/10/2020,recaudo
1023459082,81105009,14/10/2020,recaudo
1023459083,61076771,15/10/2020,recaudo
1023459084,2193571,16/10/2020,recaudo
1023459085,8596829,17/10/2020,recaudo
1023459086,13092109,18/10/2020,recaudo
1023459087,18087773,19/10/2020,recaudo
1023459088,40275884,20/10/2020,recaudo
1023459089,6643867,21/10/2020,recaudo
1023459090,8141199,22/10/2020,recaudo
1023459091,52263907,23/10/2020,recaudo
1023459092,96462546,1/10/2020,recaudo
1023459093,88393766,2/10/2020,recaudo
1023459094,35857223,3/10/2020,recaudo
1023459095,38457782,4/10/2020,recaudo
1023459096,76808745,5/10/2020,recaudo
1023459097,97836548,6/10/2020,recaudo
1023459098,95494059,7/10/2020,recaudo
1023459099,54851641,8/10/2020,recaudo
1023459100,27130283,9/10/2020,recaudo
1023459101,21058376,10/10/2020,recaudo
1023459102,43079060,11/10/2020,recaudo
1023459103,5152883,12/10/2020,recaudo
1023459104,97342348,13/10/2020,recaudo
1023459105,48483243,14/10/2020,recaudo
1023459106,53284001,15/10/2020,recaudo
1023459107,80401990,16/10/2020,recaudo
1023459108,23273332,17/10/2020,recaudo
1023459109,39903832,18/10/2020,recaudo
1023459110,14162591,19/10/2020,recaudo
1023459111,39329935,20/10/2020,recaudo
1023459112,55235861,21/10/2020,recaudo
1023459113,54791130,22/10/2020,recaudo
1023459114,76495894,1/10/2020,recaudo
1023459115,77775229,2/10/2020,recaudo
1023459116,70453502,3/10/2020,recaudo
1023459117,29994006,4/10/2020,recaudo
1023459118,92788384,5/10/2020,recaudo
1023459119,28458747,6/10/2020,recaudo
1023459120,6890055,7/10/2020,recaudo
1023459121,46870405,8/10/2020,recaudo
1023459122,83027684,9/10/2020,recaudo
1023459123,11058922,10/10/2020,recaudo
1023459124,28567640,11/10/2020,recaudo
1023459125,55344593,12/10/2020,recaudo
1023459126,98697673,13/10/2020,recaudo
1023459127,11584961,14/10/2020,recaudo
1023459128,8507319,15/10/2020,recaudo
1023459129,92649795,16/10/2020,recaudo
1023459130,29773163,17/10/2020,recaudo
1023459131,15845058,18/10/2020,recaudo
1023459132,89470041,19/10/2020,recaudo
1023459133,18698581,20/10/2020,recaudo
1023459134,56627704,21/10/2020,recaudo
1023459135,45607766,22/10/2020,recaudo
1023459136,43689353,1/10/2020,recaudo
1023459137,37933491,2/10/2020,recaudo
1023459138,62203980,3/10/2020,recaudo
1023459139,84393409,4/10/2020,recaudo
1023459140,34456120,5/10/2020,recaudo
1023459141,88832854,6/10/2020,recaudo
1023459142,64171383,7/10/2020,recaudo
1023459143,53805912,8/10/2020,recaudo
1023459144,21972340,9/10/2020,recaudo
1023459145,99257577,10/10/2020,recaudo
1023459146,50227968,11/10/2020,recaudo
1023459147,54403533,12/10/2020,recaudo
1023459148,95607004,13/10/2020,recaudo
1023459149,62375351,14/10/2020,recaudo
1023459150,49178021,15/10/2020,recaudo
1023459151,16993538,16/10/2020,recaudo
1023459152,13193934,17/10/2020,recaudo
1023459153,85048690,18/10/2020,recaudo
1023459154,64428370,19/10/2020,recaudo
1023459155,25824158,20/10/2020,recaudo
1023459156,54026252,21/10/2020,recaudo
1023459157,87402641,22/10/2020,recaudo
1023459158,79198703,1/10/2020,recaudo
1023459159,67527055,2/10/2020,recaudo
1023459160,57606569,3/10/2020,recaudo
1023459161,78555519,4/10/2020,recaudo
1023459162,58891654,5/10/2020,recaudo
1023459163,85369972,6/10/2020,recaudo
1023459164,93074831,7/10/2020,recaudo
1023459165,24603868,8/10/2020,recaudo
1023459166,50753139,9/10/2020,recaudo
1023459167,17779268,10/10/2020,recaudo
1023459168,99601726,11/10/2020,recaudo
1023459169,31713326,12/10/2020,recaudo
1023459170,9115404,13/10/2020,recaudo
1023459171,46485044,14/10/2020,recaudo
1023459172,75104528,15/10/2020,recaudo
1023459173,72235850,16/10/2020,recaudo
1023459174,93556546,17/10/2020,recaudo
1023459175,46642353,18/10/2020,recaudo
1023459176,66230463,19/10/2020,recaudo
1023459177,78601414,20/10/2020,recaudo
1023459178,11093350,21/10/2020,recaudo
1023459179,73991361,22/10/2020,recaudo
1023459180,88386197,23/10/2020,recaudo
1023459181,2647997,24/10/2020,recaudo
1023459182,10748215,25/10/2020,recaudo
1023459183,77176041,26/10/2020,recaudo
1023459184,8578992,27/10/2020,recaudo
1023459185,80734515,28/10/2020,recaudo
1023459186,54900620,29/10/2020,recaudo
1023459187,48154328,1/10/2020,recaudo
1023459188,51532780,2/10/2020,recaudo
1023459189,91293771,3/10/2020,recaudo
1023459190,36425017,4/10/2020,recaudo
1023459191,14343073,5/10/2020,recaudo
1023459192,80376743,6/10/2020,recaudo
1023459193,24013918,7/10/2020,recaudo
1023459194,57088158,8/10/2020,recaudo
1023459195,90115966,9/10/2020,recaudo
1023459196,15379430,10/10/2020,recaudo
1023459197,85032209,11/10/2020,recaudo
1023459198,98973325,12/10/2020,recaudo
1023459199,39422714,13/10/2020,recaudo
1023459200,93911191,14/10/2020,recaudo
1023459201,33791928,15/10/2020,recaudo
1023459202,33583517,16/10/2020,recaudo
1023459203,70053554,17/10/2020,recaudo
1023459204,48085896,18/10/2020,recaudo
1023459205,15051809,19/10/2020,recaudo
1023459206,59890965,20/10/2020,recaudo
1023459207,34669197,21/10/2020,recaudo
1023459208,35697764,22/10/2020,recaudo
1023459209,14785380,23/10/2020,recaudo
1023459210,5295410,24/10/2020,recaudo
1023459211,70601771,25/10/2020,recaudo
1023459212,48068788,26/10/2020,recaudo
1023459213,46870884,27/10/2020,recaudo
1023459214,58933458,28/10/2020,recaudo
1023459215,60582000,29/10/2020,recaudo
1023459216,14892123,1/10/2020,recaudo
1023459217,98941633,2/10/2020,recaudo
1023459218,92040824,3/10/2020,recaudo
1023459219,27785058,4/10/2020,recaudo
1023459220,84940636,5/10/2020,recaudo
1023459221,14160913,6/10/2020,recaudo
1023459222,14879504,7/10/2020,recaudo
1023459223,41250329,8/10/2020,recaudo
1023459224,50475610,9/10/2020,recaudo
1023459225,57803966,10/10/2020,recaudo
1023459226,48962176,11/10/2020,recaudo
1023459227,22834200,12/10/2020,recaudo
1023459228,32393559,13/10/2020,recaudo
1023459229,36232536,14/10/2020,recaudo
1023459230,9175445,15/10/2020,recaudo
1023459231,83239032,16/10/2020,recaudo
1023459232,89465880,17/10/2020,recaudo
1023459233,94850060,18/10/2020,recaudo
1023459234,58981467,19/10/2020,recaudo
1023459235,11200347,20/10/2020,recaudo
1023459236,42040071,21/10/2020,recaudo
1023459237,86834506,22/10/2020,recaudo
1023459238,35070552,23/10/2020,recaudo
1023459239,90158744,24/10/2020,recaudo
1023459240,86643654,25/10/2020,recaudo
1023459241,61968417,26/10/2020,recaudo
1023459242,4349567,27/10/2020,recaudo
1023459243,17342638,28/10/2020,recaudo
1023459244,61358180,29/10/2020,recaudo
1023459245,81454125,1/10/2020,recaudo
1023459246,7198419,2/10/2020,recaudo
1023459247,84214264,3/10/2020,recaudo
1023459248,8894269,4/10/2020,recaudo
1023459249,37029427,5/10/2020,recaudo
1023459250,82520265,6/10/2020,recaudo
1023459251,75939719,7/10/2020,recaudo
1023459252,15141691,8/10/2020,recaudo
1023459253,37105305,9/10/2020,recaudo
1023459254,28863104,10/10/2020,recaudo
1023459255,63598621,11/10/2020,recaudo
1023459256,80097898,12/10/2020,recaudo
1023459257,66666055,13/10/2020,recaudo
1023459258,32982777,14/10/2020,recaudo
1023459259,12094938,15/10/2020,recaudo
1023459260,47910350,16/10/2020,recaudo
1023459261,48674879,17/10/2020,recaudo
1023459262,16744577,18/10/2020,recaudo
1023459263,65697894,19/10/2020,recaudo
1023459264,14212167,20/10/2020,recaudo
1023459265,30348958,21/10/2020,recaudo
1023459266,30104572,22/10/2020,recaudo
1023459267,55766113,23/10/2020,recaudo
1023459268,20556485,1/10/2020,recaudo
1023459269,34247305,2/10/2020,recaudo
1023459270,55237935,3/10/2020,recaudo
1023459271,35580274,4/10/2020,recaudo
1023459272,11060150,5/10/2020,recaudo
1023459273,11647631,6/10/2020,recaudo
1023459274,67536182,7/10/2020,recaudo
1023459275,92207216,8/10/2020,recaudo
1023459276,78507008,9/10/2020,recaudo
1023459277,76344337,10/10/2020,recaudo
1023459278,78741972,11/10/2020,recaudo
1023459279,9701667,12/10/2020,recaudo
1023459280,93630137,13/10/2020,recaudo
1023459281,10909251,14/10/2020,recaudo
1023459282,97279225,15/10/2020,recaudo
1023459283,17863277,16/10/2020,recaudo
1023459284,77576062,17/10/2020,recaudo
1023459285,75112984,18/10/2020,recaudo
1023459286,64558987,19/10/2020,recaudo
1023459287,36507794,20/10/2020,recaudo
1023459288,92329951,21/10/2020,recaudo
1023459289,16493648,22/10/2020,recaudo
1023459290,25496912,1/10/2020,recaudo
1023459291,6027611,2/10/2020,recaudo
1023459292,26424760,3/10/2020,recaudo
1023459293,11786654,4/10/2020,recaudo
1023459294,98802630,5/10/2020,recaudo
1023459295,97051968,6/10/2020,recaudo
1023459296,40833249,7/10/2020,recaudo
1023459297,51866384,8/10/2020,recaudo
1023459298,79041221,9/10/2020,recaudo
1023459299,57996432,10/10/2020,recaudo
1023459300,6792987,11/10/2020,recaudo
1023459301,43017065,12/10/2020,recaudo
1023459302,82165567,13/10/2020,recaudo
1023459303,72168872,14/10/2020,recaudo
1023459304,63214424,15/10/2020,recaudo
1023459305,43398125,16/10/2020,recaudo
1023459306,7814344,17/10/2020,recaudo
1023459307,96294520,18/10/2020,recaudo
1023459308,37547737,19/10/2020,recaudo
1023459309,60940962,20/10/2020,recaudo
1023459310,55071218,21/10/2020,recaudo
1023459311,73866916,22/10/2020,recaudo
1023459312,11205862,1/10/2020,recaudo
1023459313,11076684,2/10/2020,recaudo
1023459314,65460327,3/10/2020,recaudo
1023459315,9162704,4/10/2020,recaudo
1023459316,63966914,5/10/2020,recaudo
1023459317,81049503,6/10/2020,recaudo
1023459318,69539659,7/10/2020,recaudo
1023459319,91451192,8/10/2020,recaudo
1023459320,89488330,9/10/2020,recaudo
1023459321,78079010,10/10/2020,recaudo
1023459322,68370946,11/10/2020,recaudo
1023459323,76346701,12/10/2020,recaudo
1023459324,40733161,13/10/2020,recaudo
1023459325,22773822,14/10/2020,recaudo
1023459326,18678923,15/10/2020,recaudo
1023459327,21306031,16/10/2020,recaudo
1023459328,36952709,17/10/2020,recaudo
1023459329,14194281,18/10/2020,recaudo
1023459330,69962765,19/10/2020,recaudo
1023459331,73668523,20/10/2020,recaudo
1023459332,65516607,21/10/2020,recaudo
1023459333,93199527,22/10/2020,recaudo
1023459334,91816236,1/10/2020,recaudo
1023459335,17253540,2/10/2020,recaudo
1023459336,12211108,3/10/2020,recaudo
1023459337,20232187,4/10/2020,recaudo
1023459338,15566909,5/10/2020,recaudo
1023459339,83352150,6/10/2020,recaudo
1023459340,20555947,7/10/2020,recaudo
1023459341,38384078,8/10/2020,recaudo
1023459342,43524863,9/10/2020,recaudo
1023459343,21436607,10/10/2020,recaudo
1023459344,9749084,11/10/2020,recaudo
1023459345,2333806,12/10/2020,recaudo
1023459346,41967808,13/10/2020,recaudo
1023459347,28939651,14/10/2020,recaudo
1023459348,96782673,15/10/2020,recaudo
1023459349,93861021,16/10/2020,recaudo
1023459350,57352065,17/10/2020,recaudo
1023459351,84737338,18/10/2020,recaudo
1023459352,79685530,19/10/2020,recaudo
1023459353,28230718,20/10/2020,recaudo
1023459354,69114796,21/10/2020,recaudo
1023459355,42559661,22/10/2020,recaudo
1023459356,31307174,23/10/2020,recaudo
1023459357,45221423,24/10/2020,recaudo
1023459358,40963343,25/10/2020,recaudo
1023459359,16899754,26/10/2020,recaudo
1023459360,33343784,27/10/2020,recaudo
1023459361,74740714,28/10/2020,recaudo
1023459362,23491643,29/10/2020,recaudo
1023459363,4025570,1/10/2020,recaudo
1023459364,58221842,2/10/2020,recaudo
1023459365,63445949,3/10/2020,recaudo
1023459366,1696689,4/10/2020,recaudo
1023459367,23619800,5/10/2020,recaudo
1023459368,11695903,6/10/2020,recaudo
1023459369,92584166,7/10/2020,recaudo
1023459370,4818391,8/10/2020,recaudo
1023459371,50022544,9/10/2020,recaudo
1023459372,38018991,10/10/2020,recaudo
1023459373,64436420,11/10/2020,recaudo
1023459374,63080844,12/10/2020,recaudo
1023459375,92064182,13/10/2020,recaudo
1023459376,12160451,14/10/2020,recaudo
1023459377,7235593,15/10/2020,recaudo
1023459378,6295579,16/10/2020,recaudo
1023459379,13500822,17/10/2020,recaudo
1023459380,36073284,18/10/2020,recaudo
1023459381,14191272,19/10/2020,recaudo
1023459382,20675313,20/10/2020,recaudo
1023459383,50218097,21/10/2020,recaudo
1023459384,76280675,22/10/2020,recaudo
1023459385,36711433,23/10/2020,recaudo
1023459386,55519319,24/10/2020,recaudo
1023459387,97632530,25/10/2020,recaudo
1023459388,9258850,26/10/2020,recaudo
1023459389,22726118,27/10/2020,recaudo
1023459390,25363156,28/10/2020,recaudo
1023459391,3847561,29/10/2020,recaudo
1023459392,64509550,1/10/2020,recaudo
1023459393,2605964,2/10/2020,recaudo
1023459394,80932471,3/10/2020,recaudo
1023459395,85735558,4/10/2020,recaudo
1023459396,97045438,5/10/2020,recaudo
1023459397,49459241,6/10/2020,recaudo
1023459398,52888608,7/10/2020,recaudo
1023459399,59157240,8/10/2020,recaudo
1023459400,64916773,9/10/2020,recaudo
1023459401,37721850,10/10/2020,recaudo
1023459402,57244802,11/10/2020,recaudo
1023459403,84982716,12/10/2020,recaudo
1023459404,995759,13/10/2020,recaudo
1023459405,78642584,14/10/2020,recaudo
1023459406,35243001,15/10/2020,recaudo
1023459407,69128725,16/10/2020,recaudo
1023459408,60448177,17/10/2020,recaudo
1023459409,12133405,18/10/2020,recaudo
1023459410,78463558,19/10/2020,recaudo
1023459411,78843961,20/10/2020,recaudo
1023459412,68372618,21/10/2020,recaudo
1023459413,43651061,22/10/2020,recaudo
1023459414,62306001,23/10/2020,recaudo
1023459415,93256131,24/10/2020,recaudo
1023459416,46972830,25/10/2020,recaudo
1023459417,56100303,26/10/2020,recaudo
1023459418,95010297,27/10/2020,recaudo
1023459419,37075028,28/10/2020,recaudo
1023459420,70155816,29/10/2020,recaudo
1023459421,85726582,1/10/2020,recaudo
1023459422,64492959,2/10/2020,recaudo
1023459423,10870270,3/10/2020,recaudo
1023459424,4993117,4/10/2020,recaudo
1023459425,3715196,5/10/2020,recaudo
1023459426,18915664,6/10/2020,recaudo
1023459427,74926238,7/10/2020,recaudo
1023459428,64967682,8/10/2020,recaudo
1023459429,51082159,9/10/2020,recaudo
1023459430,42383542,10/10/2020,recaudo
1023459431,94835666,11/10/2020,recaudo
1023459432,83353267,12/10/2020,recaudo
1023459433,21726703,13/10/2020,recaudo
1023459434,77527993,14/10/2020,recaudo
1023459435,82449228,15/10/2020,recaudo
1023459436,16989685,16/10/2020,recaudo
1023459437,98793711,17/10/2020,recaudo
1023459438,94969393,18/10/2020,recaudo
1023459439,59463428,19/10/2020,recaudo
1023459440,34913929,20/10/2020,recaudo
1023459441,1872017,21/10/2020,recaudo
1023459442,91186643,22/10/2020,recaudo
1023459443,46193504,23/10/2020,recaudo
1023459444,56337351,1/10/2020,recaudo
1023459445,17255418,2/10/2020,recaudo
1023459446,52598252,3/10/2020,recaudo
1023459447,6146866,4/10/2020,recaudo
1023459448,72729892,5/10/2020,recaudo
1023459449,31748707,6/10/2020,recaudo
1023459450,87639324,7/10/2020,recaudo
1023459451,17764336,8/10/2020,recaudo
1023459452,79047931,9/10/2020,recaudo
1023459453,59513722,10/10/2020,recaudo
1023459454,75853940,11/10/2020,recaudo
1023459455,49650729,12/10/2020,recaudo
1023459456,35609744,13/10/2020,recaudo
1023459457,18023423,14/10/2020,recaudo
1023459458,59940082,15/10/2020,recaudo
1023459459,88233437,16/10/2020,recaudo
1023459460,1380850,17/10/2020,recaudo
1023459461,85815384,18/10/2020,recaudo
1023459462,70485289,19/10/2020,recaudo
1023459463,1732295,20/10/2020,recaudo
1023459464,83002012,21/10/2020,recaudo
1023459465,66562870,22/10/2020,recaudo
1023459466,91054322,1/10/2020,recaudo
1023459467,92475701,2/10/2020,recaudo
1023459468,80388113,3/10/2020,recaudo
1023459469,76057022,4/10/2020,recaudo
1023459470,44725060,5/10/2020,recaudo
1023459471,78673925,6/10/2020,recaudo
1023459472,50187123,7/10/2020,recaudo
1023459473,99759991,8/10/2020,recaudo
1023459474,26050745,9/10/2020,recaudo
1023459475,17370655,10/10/2020,recaudo
1023459476,8264249,11/10/2020,recaudo
1023459477,18525963,12/10/2020,recaudo
1023459478,44402508,13/10/2020,recaudo
1023459479,93741734,14/10/2020,recaudo
1023459480,45843703,15/10/2020,recaudo
1023459481,63732415,16/10/2020,recaudo
1023459482,47831900,17/10/2020,recaudo
1023459483,44443358,18/10/2020,recaudo
1023459484,59167947,19/10/2020,recaudo
1023459485,61389563,20/10/2020,recaudo
1023459486,75046949,21/10/2020,recaudo
1023459487,56472314,22/10/2020,recaudo
1023459488,42112266,1/10/2020,recaudo
1023459489,11135145,2/10/2020,recaudo
1023459490,68322326,3/10/2020,recaudo
1023459491,84320629,4/10/2020,recaudo
1023459492,32594419,5/10/2020,recaudo
1023459493,23767916,6/10/2020,recaudo
1023459494,11687221,7/10/2020,recaudo
1023459495,39348486,8/10/2020,recaudo
1023459496,21974311,9/10/2020,recaudo
1023459497,1338872,10/10/2020,recaudo
1023459498,81201552,11/10/2020,recaudo
1023459499,13924406,12/10/2020,recaudo
1023459500,30893242,13/10/2020,recaudo
1023459501,3511061,14/10/2020,recaudo
1023459502,54372706,15/10/2020,recaudo
1023459503,44482059,16/10/2020,recaudo
1023459504,19951277,17/10/2020,recaudo
1023459505,93080648,18/10/2020,recaudo
1023459506,17701229,19/10/2020,recaudo
1023459507,41808613,20/10/2020,recaudo
1023459508,35160690,21/10/2020,recaudo
1023459509,69481363,22/10/2020,recaudo
1023459510,8059639,1/10/2020,recaudo
1023459511,21538404,2/10/2020,recaudo
1023459512,48587689,3/10/2020,recaudo
1023459513,91191427,4/10/2020,recaudo
1023459514,74555236,5/10/2020,recaudo
1023459515,42431225,6/10/2020,recaudo
1023459516,84721163,7/10/2020,recaudo
1023459517,89941883,8/10/2020,recaudo
1023459518,22615514,9/10/2020,recaudo
1023459519,60616544,10/10/2020,recaudo
1023459520,69016048,11/10/2020,recaudo
1023459521,53791029,12/10/2020,recaudo
1023459522,64957828,13/10/2020,recaudo
1023459523,29762613,14/10/2020,recaudo
1023459524,84879250,15/10/2020,recaudo
1023459525,78738254,16/10/2020,recaudo
1023459526,63806684,17/10/2020,recaudo
1023459527,77410984,18/10/2020,recaudo
1023459528,73789989,19/10/2020,recaudo
1023459529,53049501,20/10/2020,recaudo
1023459530,46834216,21/10/2020,recaudo
1023459531,89275668,22/10/2020,recaudo
1023459532,58819168,23/10/2020,recaudo
1023459533,31045290,24/10/2020,recaudo
1023459534,52526477,25/10/2020,recaudo
1023459535,18889000,26/10/2020,recaudo
1023459536,59421437,27/10/2020,recaudo
1023459537,43029054,28/10/2020,recaudo
1023459538,4029666,29/10/2020,recaudo
1023459539,32292622,1/10/2020,recaudo
1023459540,67716127,2/10/2020,recaudo
1023459541,16544053,3/10/2020,recaudo
1023459542,56360682,4/10/2020,recaudo
1023459543,22029347,5/10/2020,recaudo
1023459544,56783632,6/10/2020,recaudo
1023459545,9112393,7/10/2020,recaudo
1023459546,54081160,8/10/2020,recaudo
1023459547,69768272,9/10/2020,recaudo
1023459548,29485205,10/10/2020,recaudo
1023459549,84745471,11/10/2020,recaudo
1023459550,33060945,12/10/2020,recaudo
1023459551,62868281,13/10/2020,recaudo
1023459552,5997179,14/10/2020,recaudo
1023459553,33086288,15/10/2020,recaudo
1023459554,14555678,16/10/2020,recaudo
1023459555,67859152,17/10/2020,recaudo
1023459556,43743625,18/10/2020,recaudo
1023459557,15229390,19/10/2020,recaudo
1023459558,23063951,20/10/2020,recaudo
1023459559,47062824,21/10/2020,recaudo
1023459560,82990685,22/10/2020,recaudo
1023459561,16689158,23/10/2020,recaudo
1023459562,69066820,24/10/2020,recaudo
1023459563,31554836,25/10/2020,recaudo
1023459564,89749870,26/10/2020,recaudo
1023459565,39398071,27/10/2020,recaudo
1023459566,69876435,28/10/2020,recaudo
1023459567,50442306,29/10/2020,recaudo
1023459568,98633504,1/10/2020,recaudo
1023459569,27862363,2/10/2020,recaudo
1023459570,30478294,3/10/2020,recaudo
1023459571,44214492,4/10/2020,recaudo
1023459572,45241741,5/10/2020,recaudo
1023459573,28385175,6/10/2020,recaudo
1023459574,52399858,7/10/2020,recaudo
1023459575,81695274,8/10/2020,recaudo
1023459576,6292107,9/10/2020,recaudo
1023459577,17687234,10/10/2020,recaudo
1023459578,49522947,11/10/2020,recaudo
1023459579,77928095,12/10/2020,recaudo
1023459580,37865154,13/10/2020,recaudo
1023459581,83210300,14/10/2020,recaudo
1023459582,98413634,15/10/2020,recaudo
1023459583,69337650,16/10/2020,recaudo
1023459584,35652404,17/10/2020,recaudo
1023459585,82902375,18/10/2020,recaudo
1023459586,89024779,19/10/2020,recaudo
1023459587,23804048,20/10/2020,recaudo
1023459588,51836466,21/10/2020,recaudo
1023459589,98826492,22/10/2020,recaudo
1023459590,37692001,23/10/2020,recaudo
1023459591,10721110,24/10/2020,recaudo
1023459592,59078143,25/10/2020,recaudo
1023459593,65009915,26/10/2020,recaudo
1023459594,26745136,27/10/2020,recaudo
1023459595,45460163,28/10/2020,recaudo
1023459596,37681978,29/10/2020,recaudo
1023459597,68529715,1/10/2020,recaudo
1023459598,99482640,2/10/2020,recaudo
1023459599,57860005,3/10/2020,recaudo
1023459600,76252258,4/10/2020,recaudo
1023459601,12638259,5/10/2020,recaudo
1023459602,31798915,6/10/2020,recaudo
1023459603,32542270,7/10/2020,recaudo
1023459604,25898860,8/10/2020,recaudo
1023459605,98516813,9/10/2020,recaudo
1023459606,60118799,10/10/2020,recaudo
1023459607,86274948,11/10/2020,recaudo
1023459608,8196444,12/10/2020,recaudo
1023459609,98262116,13/10/2020,recaudo
1023459610,63544709,14/10/2020,recaudo
1023459611,47025699,15/10/2020,recaudo
1023459612,39796440,16/10/2020,recaudo
1023459613,73189154,17/10/2020,recaudo
1023459614,14517447,18/10/2020,recaudo
1023459615,11994796,19/10/2020,recaudo
1023459616,75146396,20/10/2020,recaudo
1023459617,82879322,21/10/2020,recaudo
1023459618,93406974,22/10/2020,recaudo
1023459619,58986845,23/10/2020,recaudo
1023459620,99323915,1/10/2020,recaudo
1023459621,49129412,2/10/2020,recaudo
1023459622,38580050,3/10/2020,recaudo
1023459623,97404049,4/10/2020,recaudo
1023459624,8400308,5/10/2020,recaudo
1023459625,99700173,6/10/2020,recaudo
1023459626,62868540,7/10/2020,recaudo
1023459627,57663776,8/10/2020,recaudo
1023459628,94744556,9/10/2020,recaudo
1023459629,67508741,10/10/2020,recaudo
1023459630,69294435,11/10/2020,recaudo
1023459631,9884369,12/10/2020,recaudo
1023459632,66552028,13/10/2020,recaudo
1023459633,49394253,14/10/2020,recaudo
1023459634,6093022,15/10/2020,recaudo
1023459635,12487595,16/10/2020,recaudo
1023459636,74506630,17/10/2020,recaudo
1023459637,85618405,18/10/2020,recaudo
1023459638,37631696,19/10/2020,recaudo
1023459639,35941323,20/10/2020,recaudo
1023459640,54818863,21/10/2020,recaudo
1023459641,51601383,22/10/2020,recaudo
1023459642,71062669,1/10/2020,recaudo
1023459643,49701972,2/10/2020,recaudo
1023459644,19448418,3/10/2020,recaudo
1023459645,79672509,4/10/2020,recaudo
1023459646,46131908,5/10/2020,recaudo
1023459647,62503671,6/10/2020,recaudo
1023459648,4336086,7/10/2020,recaudo
1023459649,40987176,8/10/2020,recaudo
1023459650,68973576,9/10/2020,recaudo
1023459651,34744203,10/10/2020,recaudo
1023459652,67404547,11/10/2020,recaudo
1023459653,54556524,12/10/2020,recaudo
1023459654,54631512,13/10/2020,recaudo
1023459655,48565552,14/10/2020,recaudo
1023459656,52175879,15/10/2020,recaudo
1023459657,9267,16/10/2020,recaudo
1023459658,24827525,17/10/2020,recaudo
1023459659,30181665,18/10/2020,recaudo
1023459660,5385099,19/10/2020,recaudo
1023459661,83478047,20/10/2020,recaudo
1023459662,16311559,21/10/2020,recaudo
1023459663,41364170,22/10/2020,recaudo
1023459664,3970234,1/10/2020,recaudo
1023459665,9754175,2/10/2020,recaudo
1023459666,29020517,3/10/2020,recaudo
1023459667,40426516,4/10/2020,recaudo
1023459668,69020872,5/10/2020,recaudo
1023459669,26615496,6/10/2020,recaudo
1023459670,12751333,7/10/2020,recaudo
1023459671,65340812,8/10/2020,recaudo
1023459672,62143540,9/10/2020,recaudo
1023459673,35512770,10/10/2020,recaudo
1023459674,80202180,11/10/2020,recaudo
1023459675,47237207,12/10/2020,recaudo
1023459676,32777175,13/10/2020,recaudo
1023459677,16040510,14/10/2020,recaudo
1023459678,39462254,15/10/2020,recaudo
1023459679,88688692,16/10/2020,recaudo
1023459680,44787093,17/10/2020,recaudo
1023459681,56083738,18/10/2020,recaudo
1023459682,8104183,19/10/2020,recaudo
1023459683,38567914,20/10/2020,recaudo
1023459684,68573172,21/10/2020,recaudo
1023459685,74305410,22/10/2020,recaudo
1023459686,68460974,1/10/2020,recaudo
1023459687,56414534,2/10/2020,recaudo
1023459688,77847032,3/10/2020,recaudo
1023459689,83996613,4/10/2020,recaudo
1023459690,2092379,5/10/2020,recaudo
1023459691,64994683,6/10/2020,recaudo
1023459692,8669439,7/10/2020,recaudo
1023459693,25079102,8/10/2020,recaudo
1023459694,31495570,9/10/2020,recaudo
1023459695,57576591,10/10/2020,recaudo
1023459696,87467922,11/10/2020,recaudo
1023459697,34634649,12/10/2020,recaudo
1023459698,42380379,13/10/2020,recaudo
1023459699,45002876,14/10/2020,recaudo
1023459700,93579313,15/10/2020,recaudo
1023459701,76556224,16/10/2020,recaudo
1023459702,93383641,17/10/2020,recaudo
1023459703,67002499,18/10/2020,recaudo
1023459704,44782423,19/10/2020,recaudo
1023459705,58026889,20/10/2020,recaudo
1023459706,29487700,21/10/2020,recaudo
1023459707,81386462,22/10/2020,recaudo
1023459708,50615029,23/10/2020,recaudo
1023459709,85441359,24/10/2020,recaudo
1023459710,5901933,25/10/2020,recaudo
1023459711,5222521,26/10/2020,recaudo
1023459712,75165371,27/10/2020,recaudo
1023459713,78565058,28/10/2020,recaudo
1023459714,78672859,29/10/2020,recaudo
1023459715,14697008,1/10/2020,recaudo
1023459716,36219200,2/10/2020,recaudo
1023459717,24439749,3/10/2020,recaudo
1023459718,3465673,4/10/2020,recaudo
1023459719,94354402,5/10/2020,recaudo
1023459720,61166466,6/10/2020,recaudo
1023459721,77082470,7/10/2020,recaudo
1023459722,37721058,8/10/2020,recaudo
1023459723,58262091,9/10/2020,recaudo
1023459724,75412728,10/10/2020,recaudo
1023459725,61793379,11/10/2020,recaudo
1023459726,71688022,12/10/2020,recaudo
1023459727,61486631,13/10/2020,recaudo
1023459728,85676013,14/10/2020,recaudo
1023459729,33448906,15/10/2020,recaudo
1023459730,86853106,16/10/2020,recaudo
1023459731,90074325,17/10/2020,recaudo
1023459732,37147975,18/10/2020,recaudo
1023459733,6552043,19/10/2020,recaudo
1023459734,78280286,20/10/2020,recaudo
1023459735,76605155,21/10/2020,recaudo
1023459736,60717241,22/10/2020,recaudo
1023459737,68737358,23/10/2020,recaudo
1023459738,12973935,24/10/2020,recaudo
1023459739,4344124,25/10/2020,recaudo
1023459740,60322909,26/10/2020,recaudo
1023459741,28541229,27/10/2020,recaudo
1023459742,61173119,28/10/2020,recaudo
1023459743,23791214,29/10/2020,recaudo
